SNAME,SEINetName,county,institutionCode,identifiedBy,collector,collectionNumber,eventDate,year,modified,habitat,substrate,verbatimAttributes,occurrenceRemarks,associatedTaxa,reproductiveCondition,locality,locationRemarks,decimalLatitude,decimalLongitude,verbatimCoordinates,geodeticDatum,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,references,SEINet_id,occurrenceID,catalogNumber,accessionNumber,SEINetName_binomial,SEINetName_tri_shift,institutionCode_CNHP,textName,institutionCount,Unnamed: 3,iNatName,gbifID,otherCatalogNumbers,iNatName_binomial,iNatName_tri_shift,SFID,EOID,Descriptor,Locator,FeatureType,UncertType,UncertDist,DistanceUnit,DigiCom,MapCom,DigiBase,RepAcc,CValue2020,GELEMENTID,SELEMENTID,ELCODE,MAJORGROUP,GNAME,GCOMNAME,SCOMNAME,GRANK,SRANK,RNDGRANK,TRACK,INACTIVE,TRACKCOM,USESA,COSTATUS,OTHERSTATUS,CNHPSENS,ECOSCALE,AQDEP,ENDEMISM,TRACKJUST,ELSENSJUST,GLOBALSSEQID,CLASSIFICATIONSTATUS,ORIGIN
Alopecurus aequalis,Alopecurus aequalis var. aequalis,Jackson,RM,,Ronald L. Hartman,72243,7/17/2001,2001,2/6/2013 11:09,Trail through coniferous forest to lake.,,,,,flowering,North-central Colorado: Rabbit Ears Range: Forest Road 730 and Arapaho Creek Trail to lakes to west.,,40.3583,-106.2468,"40.3583° N, 106.2468° W; uncertainty 1 mi.; T5N R79W S34 E1/2",,,,,,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1473691,1473691,,762782,,Alopecurus aequalis,Alopecurus aequalis,RM,Rocky Mountain Herbarium,196155,,,,,,,,,,,,,,,,,,,4,1380,18062,PMPOA07010,Vascular Plants,Alopecurus aequalis,Short-awn Foxtail,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,152667,1,Unknown/Undetermined
Alopecurus aequalis,Alopecurus aequalis var. aequalis,Larimer,RM,,W. S. Cooper,17,8/2/1904,1904,4/4/2014 13:07,,,,,,fruiting,Estes Park.,,40.3773,-105.5216,,NAD 83,,Nat. Geog. TOPO!,,,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1500865,1500865,,48532,,Alopecurus aequalis,Alopecurus aequalis,RM,Rocky Mountain Herbarium,196155,,,,,,,,,,,,,,,,,,,4,1380,18062,PMPOA07010,Vascular Plants,Alopecurus aequalis,Short-awn Foxtail,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,152667,1,Unknown/Undetermined
Alopecurus aequalis,Alopecurus aequalis var. aequalis,Eagle,RM,,W. L. Baker,85178,7/11/1985,1985,3/19/2009 16:04,Scattered in alluvium at bottom of canyon with Salix drummondiana and Calamagrostis.,,,,,flowering and fruiting,Cross Creek: W bank; ca 1.5 mi W of confluence of Bishop Gulch and Eagle River.,,39.5417,-106.4321,"39.5417° N, 106.4321° W; uncertainty 1 mi.; T6S R81W S10",,,,,,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1500538,1500538,,530470,,Alopecurus aequalis,Alopecurus aequalis,RM,Rocky Mountain Herbarium,196155,,,,,,,,,,,,,,,,,,,4,1380,18062,PMPOA07010,Vascular Plants,Alopecurus aequalis,Short-awn Foxtail,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,152667,1,Unknown/Undetermined
Alopecurus aequalis,Alopecurus aequalis var. aequalis,Larimer,RM,,George E. Osterhout,875,1895-08-00,1895,3/10/2017 15:36,,,,,,fruiting,Estes Park.,,40.3803,-105.5222,T5N R73W S24,NAD 83,,Nat. Geog. TOPO!,,,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1494590,1494590,,159556,,Alopecurus aequalis,Alopecurus aequalis,RM,Rocky Mountain Herbarium,196155,,,,,,,,,,,,,,,,,,,4,1380,18062,PMPOA07010,Vascular Plants,Alopecurus aequalis,Short-awn Foxtail,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,152667,1,Unknown/Undetermined
Alopecurus aequalis,Alopecurus aequalis var. aequalis,Gilpin,RM,,"Francis Ramaley, W. W. Robbins",3368,8/10/1907,1907,4/4/2014 11:02,,,,,,flowering and fruiting,Small lake 1/4 mi below Tolland.,,39.9045,-105.594,,NAD 83,,Nat. Geog. TOPO!,,,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1493043,1493043,,61694,,Alopecurus aequalis,Alopecurus aequalis,RM,Rocky Mountain Herbarium,196155,,,,,,,,,,,,,,,,,,,4,1380,18062,PMPOA07010,Vascular Plants,Alopecurus aequalis,Short-awn Foxtail,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,152667,1,Unknown/Undetermined
Alopecurus aequalis,Alopecurus aequalis var. aequalis,Boulder,RM,,Francis Ramaley,689,5/28/1901,1901,2/6/2013 11:10,,,,,,flowering and fruiting,Near Boulder.,,40.016,-105.2776,"40.016° N, 105.2776° W; NAD 83, uncertainty 5 mi., Nat. Geog. TOPO!",NAD 83,,Nat. Geog. TOPO!,,,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1493198,1493198,,32570,,Alopecurus aequalis,Alopecurus aequalis,RM,Rocky Mountain Herbarium,196155,,,,,,,,,,,,,,,,,,,4,1380,18062,PMPOA07010,Vascular Plants,Alopecurus aequalis,Short-awn Foxtail,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,152667,1,Unknown/Undetermined
Alopecurus aequalis,Alopecurus aequalis var. aequalis,Conejos,RM,,Patricia P. Douglas,1808,8/15/1987,1987,3/19/2009 16:04,"Scattered in wet, open meadow of gentle west exposure with Poa, Bromus and Eleocharis.",,,,,flowering and fruiting,1 mi N of Empedrado Lake; 2 mi E of Acascosa Lake.,,37.2731,-106.4196,"37.2731° N, 106.4196° W; uncertainty 1 mi.; T35N R5E S16",,,,,,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1497816,1497816,,526666,,Alopecurus aequalis,Alopecurus aequalis,RM,Rocky Mountain Herbarium,196155,,,,,,,,,,,,,,,,,,,4,1380,18062,PMPOA07010,Vascular Plants,Alopecurus aequalis,Short-awn Foxtail,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,152667,1,Unknown/Undetermined
Alopecurus aequalis,Alopecurus aequalis var. aequalis,Gunnison,RM,,Melanie Arnett,4929,7/6/1999,1999,3/19/2009 15:24,Riparian and adjacent sagebrush shrubland.,,,,,flowering and fruiting,"Southern Gunnison Basin: County Road 25 at Willow Creek, ca 1 air mi NW of Blue Mesa Airport; ca 6 air mi NW of Gateview.",,38.3682,-107.2904,"38.3682° N, 107.2904° W; T48N R4W S35 SW1/4; also T47N R4W S2 NW1/4",,,,,,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1351560,1351560,,730248,,Alopecurus aequalis,Alopecurus aequalis,RM,Rocky Mountain Herbarium,196155,,,,,,,,,,,,,,,,,,,4,1380,18062,PMPOA07010,Vascular Plants,Alopecurus aequalis,Short-awn Foxtail,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,152667,1,Unknown/Undetermined
Alopecurus aequalis,Alopecurus aequalis var. aequalis,Gunnison,RM,,Melanie Arnett,7337,8/23/1999,1999,3/19/2009 15:24,Aspen/spruce forest and riparian area.,,,,,flowering and fruiting,"Southern Gunnison Basin: San Juan Mountains: Uncompahgre National Forest: on Trail 232 along Big Blue Creek, ca 1.6-2.1 air mi ENE of Fall Creek Falls; ca 1-2.6 air mi S of northern Uncompahgre Wilderness Boundary.",,38.1786,-107.3843,"38.1786° N, 107.3843° W; T45N R5W S1 NW1/4; 2",,,,,,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1354245,1354245,,,,Alopecurus aequalis,Alopecurus aequalis,RM,Rocky Mountain Herbarium,196155,,,,,,,,,,,,,,,,,,,4,1380,18062,PMPOA07010,Vascular Plants,Alopecurus aequalis,Short-awn Foxtail,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,152667,1,Unknown/Undetermined
Alopecurus aequalis,Alopecurus aequalis var. aequalis,Larimer,RM,,Sarah Nunn,4267,8/6/2001,2001,3/19/2009 15:54,Lake shore with Nuphar in the shallow edges.,,,,,flowering and fruiting,"Roosevelt National Forest: Front Range: Lost Lake, off Laramie River Road (County Road 103), ca 37 air mi W of Fort Collins.",,40.6915,-105.7921,"40.6915° N, 105.7921° W; uncertainty 0.5 mi.; T8N R75W S35 SE1/4",,,,,,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1384059,1384059,,766878,,Alopecurus aequalis,Alopecurus aequalis,RM,Rocky Mountain Herbarium,196155,,,,,,,,,,,,,,,,,,,4,1380,18062,PMPOA07010,Vascular Plants,Alopecurus aequalis,Short-awn Foxtail,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,152667,1,Unknown/Undetermined
Alopecurus aequalis,Alopecurus aequalis var. aequalis,Dolores,RM,,"Lynn Marie Moore, Sierra Smith",7216,7/15/1995,1995,3/19/2009 15:52,Wetlands around reservoir and associated emergent plants.,,,,,flowering and fruiting,Upper Dolores River Drainage and Adjacent Areas: San Juan National Forest: ca 14 air mi N of Dolores S of Forest Road 520A at the Cabin Reservoir Area.,,37.6693,-108.5857,"37.6693° N, 108.5857° W; T39N R16W S2",,,,,,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=13002597,13002597,,,,Alopecurus aequalis,Alopecurus aequalis,RM,Rocky Mountain Herbarium,196155,,,,,,,,,,,,,,,,,,,4,1380,18062,PMPOA07010,Vascular Plants,Alopecurus aequalis,Short-awn Foxtail,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,152667,1,Unknown/Undetermined
Alopecurus aequalis,Alopecurus aequalis var. aequalis,Montezuma,RM,,"Lynn Marie Moore, Sierra Smith",8094,7/30/1995,1995,3/19/2009 15:52,"Ponderosa pine forest, aspen grove and rimrock pavement surrounding wetland and reservoir; west face.",,,,,flowering and fruiting,"Upper Dolores River Drainage and Adjacent Areas: San Juan National Forest: Forest Road 527E, ca 3 air mi NE of Dolores at the Boggy Draw Area, Morgan Cabin Reservoir.",,37.5084,-108.4405,"37.5084° N, 108.4405° W; T38N R14W S31",,,,,,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=13003213,13003213,,,,Alopecurus aequalis,Alopecurus aequalis,RM,Rocky Mountain Herbarium,196155,,,,,,,,,,,,,,,,,,,4,1380,18062,PMPOA07010,Vascular Plants,Alopecurus aequalis,Short-awn Foxtail,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,152667,1,Unknown/Undetermined
Alopecurus aequalis,Alopecurus aequalis var. aequalis,Saguache,RM,,"Brian Elliott, Kenneth Elliott",924,6/4/1998,1998,3/19/2009 15:29,Riparian; Sarcobatus.,,,,,flowering and fruiting,"Wet Mountains, Wet Mountain Valley, Sangre de Cristo Range, and Vicinity: Colo Hwy 114; BLM Road 5285 to Garcia Spring, NW of Saguache.",,38.1272,-106.2039,"38.1272° N, 106.2039° W; T45N R7E S28 NW1/4",,,,,,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1748910,1748910,,,,Alopecurus aequalis,Alopecurus aequalis,RM,Rocky Mountain Herbarium,196155,,,,,,,,,,,,,,,,,,,4,1380,18062,PMPOA07010,Vascular Plants,Alopecurus aequalis,Short-awn Foxtail,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,152667,1,Unknown/Undetermined
Alopecurus aequalis,Alopecurus aequalis var. aequalis,Pueblo,RM,,"Ronald L. Hartman, Brian Elliott",60440,5/23/1998,1998,2/6/2013 11:08,Grassland and pinyon-juniper.,,,,,flowering and fruiting,"Wet Mountains, Wet Mountain Valley, Sangre de Cristo Range, and Vicinity: I-25 just N of Scroggs Arroyo.",,37.6531,-104.7653,"37.6531° N, 104.7653° W; T27S R66W S34 SE1/4",,,,,,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1752229,1752229,,,,Alopecurus aequalis,Alopecurus aequalis,RM,Rocky Mountain Herbarium,196155,,,,,,,,,,,,,,,,,,,4,1380,18062,PMPOA07010,Vascular Plants,Alopecurus aequalis,Short-awn Foxtail,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,152667,1,Unknown/Undetermined
Alopecurus aequalis,Alopecurus aequalis var. aequalis,Saguache,RM,,Ronald L. Hartman,61985,7/3/1998,1998,2/6/2013 11:08,Stream side and rocky slopes.,,,,,flowering,"Cochetopa Hills: road to Spanish Creek, ca 0.5 air mi N of Colo Hwy 114; ca 20 air mi WNW of Saguache.",,38.1126,-106.482,"38.1126° N, 106.482° W; T45N R4E S36 SW1/4",,,,,,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1755066,1755066,,,,Alopecurus aequalis,Alopecurus aequalis,RM,Rocky Mountain Herbarium,196155,,,,,,,,,,,,,,,,,,,4,1380,18062,PMPOA07010,Vascular Plants,Alopecurus aequalis,Short-awn Foxtail,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,152667,1,Unknown/Undetermined
Alopecurus aequalis,Alopecurus aequalis var. aequalis,Saguache,RM,,Ronald L. Hartman,62000,7/3/1998,1998,2/6/2013 11:08,Conifer forest with patches of aspen and wet open area.,,,,,flowering,"Wet Mountains, Wet Mountain Valley, Sangre de Cristo Range, and Vicinity: Cochetopa Hills: ca 2 air mi NE of North Pass.",,38.2443,-106.5546,"38.2443° N, 106.5546° W; T46N R4E S17 SW1/4",,,,,,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1755083,1755083,,,,Alopecurus aequalis,Alopecurus aequalis,RM,Rocky Mountain Herbarium,196155,,,,,,,,,,,,,,,,,,,4,1380,18062,PMPOA07010,Vascular Plants,Alopecurus aequalis,Short-awn Foxtail,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,152667,1,Unknown/Undetermined
Alopecurus aequalis,Alopecurus aequalis var. aequalis,Saguache,RM,,"Brian Elliott, Elizabeth Mark",10302,8/4/1999,1999,3/19/2009 15:29,"Pinus ponderosa, Populus tremuloides.",,,,,flowering and fruiting,"Wet Mountains, Wet Mountain Valley, Sangre de Cristo Range, and Vicinity: Cochetopa Hills: Rio Grande National Forest: mouth of Elkhorn Gulch and ca 1 mi up, ca 1 mi S of Bonanza.",,38.2793,-106.1297,"38.2793° N, 106.1297° W; T47N R8E S31 NW1/4",,,,,,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1757593,1757593,,,,Alopecurus aequalis,Alopecurus aequalis,RM,Rocky Mountain Herbarium,196155,,,,,,,,,,,,,,,,,,,4,1380,18062,PMPOA07010,Vascular Plants,Alopecurus aequalis,Short-awn Foxtail,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,152667,1,Unknown/Undetermined
Alopecurus aequalis,Alopecurus aequalis var. aequalis,Garfield,RM,,"James P. Vanderhorst, Carlos Palaci",4361,8/22/1991,1991,3/19/2009 16:06,Muddy shore of shallow lake with willows and carices.,,,,,,"Flat Tops/White River Plateau: Flat Tops Wilderness: lake below Little Causeway Lake, ca 15 air mi SW of Yampa.",,40.0244,-107.1458,"40.0244° N, 107.1458° W; T1N R87W S27",,,,,,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=13035110,13035110,,,,Alopecurus aequalis,Alopecurus aequalis,RM,Rocky Mountain Herbarium,196155,,,,,,,,,,,,,,,,,,,4,1380,18062,PMPOA07010,Vascular Plants,Alopecurus aequalis,Short-awn Foxtail,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,152667,1,Unknown/Undetermined
Alopecurus aequalis,Alopecurus aequalis var. aequalis,Routt,RM,,"James P. Vanderhorst, Carlos Palaci",4371,8/22/1991,1991,3/19/2009 16:06,Lake margins.,,,,,,"Flat Tops/White River Plateau: Gardner Park Reservoir, ca 10 air mi SSW of Yampa.",,40.0538,-107.031,"40.0538° N, 107.031° W; T1N R86W S15",,,,,,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=13035118,13035118,,,,Alopecurus aequalis,Alopecurus aequalis,RM,Rocky Mountain Herbarium,196155,,,,,,,,,,,,,,,,,,,4,1380,18062,PMPOA07010,Vascular Plants,Alopecurus aequalis,Short-awn Foxtail,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,152667,1,Unknown/Undetermined
Alopecurus aequalis,Alopecurus aequalis var. aequalis,Garfield,RM,,James P. Vanderhorst,3939,8/8/1991,1991,3/19/2009 16:06,Wet mud of ephemeral pond.,,,,,,"Flat Tops/White River Plateau: Flat Tops Wilderness: Small Lake below ""Loaf of Bread"" Mountain, ca 23 air mi NNE of Glenwood Springs.",,39.8769,-107.2493,"39.8769° N, 107.2493° W; T2S R88W S15",,,,,,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=13034728,13034728,,,,Alopecurus aequalis,Alopecurus aequalis,RM,Rocky Mountain Herbarium,196155,,,,,,,,,,,,,,,,,,,4,1380,18062,PMPOA07010,Vascular Plants,Alopecurus aequalis,Short-awn Foxtail,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,152667,1,Unknown/Undetermined
Alopecurus aequalis,Alopecurus aequalis var. aequalis,Garfield,RM,,James P. Vanderhorst,3882,8/8/1991,1991,3/19/2009 16:06,"Edges of shallow lake, with sedges, grasses, Pedicularis, and aquatics; standing in shallow water.",,,,,,"Flat Tops/White River Plateau: Flat Tops Wilderness: headwaters of Fawn Creek, ca 20 air mi N of Glenwood Springs.",,39.8478,-107.2681,"39.8478° N, 107.2681° W; T2S R88W S28",,,,,,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=13034676,13034676,,,,Alopecurus aequalis,Alopecurus aequalis,RM,Rocky Mountain Herbarium,196155,,,,,,,,,,,,,,,,,,,4,1380,18062,PMPOA07010,Vascular Plants,Alopecurus aequalis,Short-awn Foxtail,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,152667,1,Unknown/Undetermined
Alopecurus aequalis,Alopecurus aequalis var. aequalis,Rio Blanco,RM,,B. E. Nelson,18836,6/21/1990,1990,3/19/2009 16:06,Mud flats along the creek.,,,,,,"Flat Tops/White River Plateau: East Beaver Creek S of Ellison Mountain, ca 4 air mi NNE of Buford; ca 17 air mi E of Meeker.",,40.0407,-107.5874,"40.0407° N, 107.5874° W; T1N R91W S22",,,,,,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=13031925,13031925,,,,Alopecurus aequalis,Alopecurus aequalis,RM,Rocky Mountain Herbarium,196155,,,,,,,,,,,,,,,,,,,4,1380,18062,PMPOA07010,Vascular Plants,Alopecurus aequalis,Short-awn Foxtail,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,152667,1,Unknown/Undetermined
Alopecurus aequalis,Alopecurus aequalis var. aequalis,Rio Blanco,RM,,B. E. Nelson,18770,6/21/1990,1990,5/2/2014 13:06,Mud flats in stream.,,,,,,"Flat Tops/White River Plateau: vicinity of Big Beaver Reservoir (Lake Avery) on Big Beaver Creek, ca 1.5 air mi W of Buford; ca 14.5 air mi ESE of Meeker.",,39.9788,-107.6444,"39.9788° N, 107.6444° W; T1S R91W S7",,,,,,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=13031884,13031884,,,,Alopecurus aequalis,Alopecurus aequalis,RM,Rocky Mountain Herbarium,196155,,,,,,,,,,,,,,,,,,,4,1380,18062,PMPOA07010,Vascular Plants,Alopecurus aequalis,Short-awn Foxtail,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,152667,1,Unknown/Undetermined
Alopecurus aequalis,Alopecurus aequalis var. aequalis,Huerfano,RM,,Brian Elliott,2254,6/20/1998,1998,5/16/2014 10:57,Engelmann spruce.,,,,,flowering and fruiting,"Wet Mountains, Wet Mountain Valley, Sangre de Cristo Range, and Vicinity: Culebra Range: San Isabel National Forest: Spring Creek Trailhead, on Forest Road 414, S of Cuchara.",,37.3747,-105.1104,"37.3747° N, 105.1104° W; T31S R69W S4 SW1/4; also NW1/4 S9",,,,,,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1731250,1731250,,,,Alopecurus aequalis,Alopecurus aequalis,RM,Rocky Mountain Herbarium,196155,,,,,,,,,,,,,,,,,,,4,1380,18062,PMPOA07010,Vascular Plants,Alopecurus aequalis,Short-awn Foxtail,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,152667,1,Unknown/Undetermined
Alopecurus aequalis,Alopecurus aequalis var. aequalis,Grand,RM,,"B. E. Nelson, Daniel Mullendore",61234,6/30/2004,2004,2/6/2013 11:08,Along a rocky drainage channel.,,,,,flowering,"Middle Park: E of County Road 3, ca 2 air mi S of Parshall and ca 2 air mi E of Williams Fork Reservoir, ca 4.5 air mi SW of Hot Sulphur Springs.",,40.0347,-106.1779,"40.0347° N, 106.1779° W to 40.0302° N, 106.1685° W; GPS Reading; T1N R78W S19 SE1/4",,,GPS Reading,,,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1210651,1210651,,,,Alopecurus aequalis,Alopecurus aequalis,RM,Rocky Mountain Herbarium,196155,,,,,,,,,,,,,,,,,,,4,1380,18062,PMPOA07010,Vascular Plants,Alopecurus aequalis,Short-awn Foxtail,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,152667,1,Unknown/Undetermined
Alopecurus aequalis,Alopecurus aequalis var. aequalis,Grand,RM,,Erin Foley,11319,8/9/2004,2004,3/19/2009 15:36,Along creek.,,,,,flowering and fruiting,"Arapaho National Forest: Rabbit Ears Range: Willow Creek at the junction of Willow Creek and Buffalo Creek, ca 13.5 air mi NW of Granby and 12.5 air mi NNE of Hot Sulphur Springs; along Colo Hwy 125.",,40.2472,-106.0732,"40.2472° N, 106.0732° W; GPS Reading; T3N R78W S1 SW1/4",,,GPS Reading,,,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1212309,1212309,,,,Alopecurus aequalis,Alopecurus aequalis,RM,Rocky Mountain Herbarium,196155,,,,,,,,,,,,,,,,,,,4,1380,18062,PMPOA07010,Vascular Plants,Alopecurus aequalis,Short-awn Foxtail,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,152667,1,Unknown/Undetermined
